出发站,到达站,出发站lng,出发站lat,到达站lng,到达站lat
篆塘,弥勒寺(金碧路),102.695417,25.039219,102.701532,25.032917
弥勒寺(金碧路),靖国路口,102.701532,25.032917,102.70444,25.032995
金马坊,拓东路,102.714874,25.033329,102.718095,25.033416
拓东路,拓东路中段,102.718095,25.033416,102.72148,25.033511
拓东路中段,市博物馆,102.72148,25.033511,102.728164,25.033368
市博物馆,岔街(拓东路),102.728164,25.033368,102.731398,25.032131
岔街(拓东路),东站(东郊路),102.731398,25.032131,102.736563,25.029883
菊花村,关上(彩云北路),102.740738,25.027856,102.758724,25.016597
关上(彩云北路),织布营,102.758724,25.016597,102.766523,24.976497
广福立交北,螺蛳湾二期车场,102.769293,24.947422,102.777509,24.946155
斗南村(鲜花大道),斗南(瑞香西街),102.781426,24.901361,102.783481,24.898277
斗南(瑞香西街),斗南路口(兴呈路),102.783481,24.898277,102.793754,24.901623
斗南路口(兴呈路),北门街口(兴呈路),102.793754,24.901623,102.793121,24.896671
北门街口(兴呈路),兴呈路口,102.793121,24.896671,102.794174,24.891644
兴呈路口,呈贡,102.794174,24.891644,102.79569,24.890052
呈贡,呈贡广场,102.79569,24.890052,102.797118,24.889579
呈贡广场,富康路口,102.797118,24.889579,102.804952,24.889913
富康路口,洛龙公园西,102.804952,24.889913,102.815977,24.884735
洛龙公园西,谊康北路口(春融街),102.815977,24.884735,102.819197,24.881914
谊康北路口(春融街),彩云南路口(春融街),102.819197,24.881914,102.827509,24.884475
彩云南路口(春融街),新区会堂(春融街),102.827509,24.884475,102.831819,24.885829
新区会堂(春融街),昆三中(春融街),102.831819,24.885829,102.83684,24.887413
昆三中(春融街),景明北路口(春融街),102.83684,24.887413,102.841879,24.88898
景明北路口(春融街),昆百大新都会(祥和街),102.841879,24.88898,102.846454,24.892079
昆百大新都会(祥和街),大新册村,102.846454,24.892079,102.841879,24.898095
大新册村,新册公交枢纽站,102.841879,24.898095,102.842506,24.902075
富康路口,洛龙公园(祥和街),102.805078,24.889939,102.818529,24.886576
洛龙公园(祥和街),谊康北路,102.818529,24.886576,102.82135,24.884991
谊康北路,春融街口(谊康北路),102.82135,24.884991,102.822917,24.880638
春融街口(谊康北路),彩云南路口(朝云街),102.822917,24.880638,102.825119,24.878702
彩云南路口(朝云街),市政府(朝云街),102.825119,24.878702,102.83226,24.880825
市政府(朝云街),市委(朝云街),102.83226,24.880825,102.83714,24.88227
市委(朝云街),锦绣大街口(景明北路),102.83714,24.88227,102.84247,24.881254
锦绣大街口(景明北路),宝珠街口(景明北路),102.84247,24.881254,102.844952,24.874301
宝珠街口(景明北路),吴家营(景明北路),102.844952,24.874301,102.846474,24.870022
吴家营(景明北路),吴家营地铁站(景明北路),102.846474,24.870022,102.847708,24.866549
吴家营地铁站(景明北路),聚贤街,102.847708,24.866549,102.853958,24.857899
聚贤街,柏枝营(聚贤街),102.853958,24.857899,102.860911,24.85997
柏枝营(聚贤街),柏枝营(梁王路),102.860911,24.85997,102.864423,24.857179
柏枝营(梁王路),宁远路口(梁王路),102.864423,24.857179,102.865473,24.853446
宁远路口(梁王路),理工大学恬园,102.865473,24.853446,102.863238,24.844536
理工大学恬园,致远路口(万青路),102.863238,24.844536,102.861098,24.839405
致远路口(万青路),万青路口(云南白药街),102.861098,24.839405,102.862747,24.834696
万青路口(云南白药街),致远路口(兴园路),102.862747,24.834696,102.856502,24.834549
致远路口(兴园路),前卫营村(致远路),102.856502,24.834549,102.853772,24.834631
前卫营村(致远路),雨花公交枢纽站,102.853772,24.834631,102.844162,24.837283
小营社区,新丰路口(马澄路),102.834449,24.77829,102.824197,24.780026
新丰路口(马澄路),梁峰路口(马澄路),102.824197,24.780026,102.817305,24.780968
梁峰路口(马澄路),塔山路口(马澄路),102.817305,24.780968,102.808937,24.783533
塔山路口(马澄路),高新大道路口(马澄路),102.808937,24.783533,102.803543,24.785055
高新大道路口(马澄路),马澄路口(马金铺路),102.803543,24.785055,102.796254,24.785786
马澄路口(马金铺路),高登村,102.796254,24.785786,102.789293,24.775291
滇池星城小区(海湖路),滇池星城小区,102.795304,24.858003,102.796376,24.862409
滇池星城小区,上可乐村口(驼峰街),102.796376,24.862409,102.801684,24.864175
上可乐村口(驼峰街),回回营(春融西路),102.801684,24.864175,102.82177,24.868902
回回营(春融西路),三铝路口(谊康北路),102.82177,24.868902,102.826068,24.867882
三铝路口(谊康北路),彩云南路口(三铝公路),102.826068,24.867882,102.829518,24.866736
彩云南路口(三铝公路),驼峰街口(彩云南路),102.829518,24.866736,102.829245,24.873841
驼峰街口(彩云南路),二号楼(和谐路),102.829245,24.873841,102.83286,24.877018
二号楼(和谐路),市政府(朝云街),102.83286,24.877018,102.83226,24.880825
市政府(朝云街),市委(春融东路),102.83226,24.880825,102.835877,24.88306
市委(春融东路),昆三中(春融街),102.835877,24.88306,102.836832,24.887409
昆百大新都会(祥和街),白龙潭淏园1号门,102.848216,24.889449,102.851432,24.887205
白龙潭淏园1号门,白龙潭淏园3号门,102.851432,24.887205,102.851949,24.892513
白龙潭淏园3号门,善书院(碧潭街),102.851949,24.892513,102.848785,24.894779
善书院(碧潭街),晴岚院(碧潭街),102.848785,24.894779,102.843503,24.89612
晴岚院(碧潭街),新册公交枢纽站,102.843503,24.89612,102.84247,24.902083
呈贡广场,呈贡龙街,102.797253,24.88957,102.80178,24.88579
呈贡龙街,石碑村(兴呈路),102.80178,24.88579,102.802354,24.880183
石碑村(兴呈路),下可乐村口(兴呈路),102.802354,24.880183,102.804596,24.87521
下可乐村口(兴呈路),呈贡三岔口,102.804596,24.87521,102.80648,24.870408
呈贡三岔口,七步场,102.80648,24.870408,102.810412,24.868559
七步场,回回营(春融西路),102.810412,24.868559,102.821775,24.86885
彩云南路口(三铝公路),春融东路口(祥丰路),102.829514,24.866736,102.839444,24.869197
春融东路口(祥丰路),祥园街口(春融东路),102.839444,24.869197,102.841843,24.865587
祥园街口(春融东路),沐春园小区,102.841843,24.865587,102.842418,24.858294
沐春园小区,聚贤街口,102.842418,24.858294,102.840512,24.855252
聚贤街口,聚贤街,102.840512,24.855252,102.84819,24.856194
聚贤街,聚贤街口(景明南路),102.84819,24.856194,102.851654,24.854996
聚贤街口(景明南路),景明南路,102.851654,24.854996,102.851929,24.850018
景明南路,万青路口(景明南路),102.851929,24.850018,102.848945,24.844319
万青路口(景明南路),云岭路口(月华街),102.848945,24.844319,102.845642,24.838442
云岭路口(月华街),雨花公交枢纽站,102.845642,24.838442,102.844034,24.836799
螺蛳湾公交枢纽站(商博街),螺蛳湾商贸城东(商博街),102.777261,24.930742,102.778506,24.931163
螺蛳湾商贸城东(商博街),小新村(自卫村),102.778506,24.931163,102.780937,24.914753
小新村(自卫村),殷家村,102.780937,24.914753,102.786406,24.910777
殷家村,斗南地铁站(彩云北路),102.786406,24.910777,102.791749,24.907413
斗南地铁站(彩云北路),斗南路口,102.791749,24.907413,102.793754,24.90168
斗南路口,北门街口(兴呈路),102.793754,24.90168,102.793125,24.89668
富康路口,春融西路口(石龙路),102.805122,24.889957,102.814606,24.889969
春融西路口(石龙路),洛龙公园(石龙路),102.814606,24.889969,102.817491,24.890972
洛龙公园(石龙路),洛龙村(石龙路),102.817491,24.890972,102.826667,24.898212
洛龙村(石龙路),洛羊街道办(石龙路),102.826667,24.898212,102.833277,24.902474
洛羊街道办(石龙路),小新册村口,102.833277,24.902474,102.835876,24.904577
小新册村口,小新册村,102.835876,24.904577,102.839813,24.900711
小新册村,新册公交枢纽站,102.839813,24.900711,102.842539,24.902186
雨花公交枢纽站,月华街,102.843507,24.836827,102.850109,24.841536
月华街,万青路,102.850109,24.841536,102.856936,24.842188
万青路,致远路口(万青路),102.856936,24.842188,102.861102,24.839401
致远路口(万青路),梁王路口(万青路),102.861102,24.839401,102.864297,24.834301
梁王路口(万青路),学苑路口(万青路),102.864297,24.834301,102.866289,24.830699
学苑路口(万青路),博大路口(万青路),102.866289,24.830699,102.868832,24.828142
博大路口(万青路),万溪冲村,102.868832,24.828142,102.875929,24.821788
万溪冲村,万溪冲公交首末站,102.875929,24.821788,102.88276,24.818815
春融西路口(石龙路),洛龙公园(彩云南路),102.814445,24.889959,102.821938,24.892874
洛龙公园(彩云南路),洛龙村(彩云南路),102.821938,24.892874,102.824081,24.886793
洛龙村(彩云南路),彩云南路口(春融街),102.824081,24.886793,102.827539,24.884484
昆三中(春融街),大新册村,102.836814,24.887405,102.841914,24.898234
大新册村,新册公交枢纽站(景明北路),102.841914,24.898234,102.843099,24.902799
新册公交枢纽站(景明北路),景明北路北段,102.843099,24.902799,102.84559,24.91069
景明北路北段,三家村(阳春大道),102.84559,24.91069,102.899813,24.925386
三家村(阳春大道),广南村(阳春大道),102.899813,24.925386,102.913333,24.939922
广南村(阳春大道),小哨箐,102.913333,24.939922,102.912639,24.951697
小哨箐,七甸工业园区(阳春大道),102.912639,24.951697,102.917721,24.957122
七甸工业园区(阳春大道),头甸村,102.917721,24.957122,102.933769,24.955408
头甸村,七甸乡政府(福昆线),102.933769,24.955408,102.946281,24.954809
七甸乡政府(福昆线),大哨村,102.946281,24.954809,102.964348,24.952332
大哨村,新发村,102.964348,24.952332,102.97065,24.955378
马郎,招呼站,102.937387,24.896081,102.933056,24.89862
招呼站,松茂村,102.933056,24.89862,102.928546,24.902413
松茂村,松子园小新村,102.928546,24.902413,102.9175,24.907114
松子园小新村,招呼站,102.9175,24.907114,102.916641,24.90707
招呼站,招呼站(鑫平汽修),102.916641,24.90707,102.914227,24.905668
招呼站(鑫平汽修),招呼站,102.914227,24.905668,102.911736,24.903116
招呼站,小松子园村,102.911736,24.903116,102.910551,24.902504
小松子园村,招呼站,102.910551,24.902504,102.906359,24.901137
招呼站,大松子园村,102.906359,24.901137,102.903741,24.899891
大松子园村,招呼站,102.903741,24.899891,102.90296,24.899414
招呼站,刘家营(三铝公路),102.90296,24.899414,102.885195,24.874423
刘家营(三铝公路),段家营,102.885195,24.874423,102.874896,24.862721
段家营,柏枝营(聚贤街),102.874896,24.862721,102.861085,24.860156
柏枝营(聚贤街),聚贤街,102.861085,24.860156,102.854401,24.858186
聚贤街,聚贤街(师范大学),102.854401,24.858186,102.848216,24.85635
聚贤街(师范大学),三铝路口(谊康北路),102.848216,24.85635,102.826102,24.868173
三铝路口(谊康北路),回回营(春融西路),102.826102,24.868173,102.821762,24.868203
回回营(春融西路),七步场,102.821762,24.868203,102.810955,24.868485
七步场,呈贡三岔口,102.810955,24.868485,102.806532,24.870117
呈贡三岔口,下可乐村口(兴呈路),102.806532,24.870117,102.804822,24.874822
下可乐村口(兴呈路),石碑村(兴呈路),102.804822,24.874822,102.802266,24.881571
石碑村(兴呈路),呈贡龙街,102.802266,24.881571,102.801966,24.885404
呈贡龙街,呈贡广场,102.801966,24.885404,102.798655,24.889462
石城村,杜曲村,102.776992,24.791966,102.774045,24.804284
杜曲村,大海晏(环湖东路),102.774045,24.804284,102.773811,24.809132
大海晏(环湖东路),小河口村(古滇路),102.773811,24.809132,102.785447,24.815859
小河口村(古滇路),大渔村(古滇路),102.785447,24.815859,102.789544,24.81898
大渔村(古滇路),大渔村北(古滇路),102.789544,24.81898,102.792326,24.821766
大渔村北(古滇路),大渔乡(渔浦路),102.792326,24.821766,102.793546,24.824692
大渔乡(渔浦路),七星路口(渔浦路),102.793546,24.824692,102.78763,24.828073
七星路口(渔浦路),王家庄(环湖东路),102.78763,24.828073,102.777023,24.834818
王家庄(环湖东路),新村,102.777023,24.834818,102.780282,24.842218
新村,俪景路口(联大街),102.780282,24.842218,102.798668,24.849527
俪景路口(联大街),池畔街口(月虹路),102.798668,24.849527,102.801476,24.852587
池畔街口(月虹路),蓝瑰街口(月虹路),102.801476,24.852587,102.800125,24.856194
蓝瑰街口(月虹路),都林街口(月虹路),102.800125,24.856194,102.798935,24.859371
都林街口(月虹路),上可乐村口(驼峰街),102.798935,24.859371,102.801521,24.864126
上可乐村口(驼峰街),三岔口村(兴呈路),102.801521,24.864126,102.806252,24.86651
三岔口村(兴呈路),呈贡三岔口,102.806252,24.86651,102.806536,24.870078
春漫大道,旭照路口(春漫大道),102.848989,24.940816,102.844141,24.945838
旭照路口(春漫大道),经开区管委会(春漫大道),102.844141,24.945838,102.841146,24.946532
云湾路口(春漫大道),云景路中段,102.837878,24.947214,102.836102,24.957444
云景路中段,云景路口(拓翔路),102.836102,24.957444,102.834136,24.959431
昆船大道路口(贵昆路),金瓦路口(东三环),102.797707,24.996349,102.772648,25.048012
金瓦路口(东三环),世博园,102.772648,25.048012,102.754974,25.071098
世博园,霖雨桥东,102.754974,25.071098,102.741176,25.092635
月牙塘小区,北市区车场,102.729973,25.096472,102.728828,25.098819
果林水库南,云景路中段,102.841713,24.962601,102.836006,24.957491
八公里下穿路口,经牛路口(昌宏路),102.79113,25.001511,102.780609,24.998537
经牛路口(昌宏路),经开路口(昌宏路),102.780609,24.998537,102.776665,24.996059
经开路口(昌宏路),鸣泉村(昌宏路),102.776665,24.996059,102.770927,24.992474
鸣泉村(昌宏路),彩云北路口(昌宏路),102.770927,24.992474,102.765732,24.992027
彩云北路口(昌宏路),名宅东辰苑(雨龙路),102.765732,24.992027,102.762497,24.993647
名宅东辰苑(雨龙路),土桥村(关雨路),102.762497,24.993647,102.762657,24.996449
土桥村(关雨路),关景路,102.762657,24.996449,102.751709,25.006207
关景路,关上(日新路),102.751709,25.006207,102.746719,25.007278
锦苑花园(日新东路),理想小镇小区(希望路),102.717255,25.000036,102.712463,24.993755
理想小镇小区(希望路),前兴路公交枢纽站,102.712463,24.993755,102.705376,24.98786
建设路,环城西路口(茭菱路),102.696957,25.051497,102.687279,25.049674
茭菱路西口,海源中路口(科光路),102.664558,25.049835,102.660416,25.053028
昌源中路口(科光路),美丽新世界小区(昌源中路),102.657127,25.053278,102.655762,25.050869
金源购物中心,晓东村北,102.762977,24.976536,102.762344,24.990786
晓东村北,名宅东辰苑(雨龙路),102.762344,24.990786,102.762491,24.993555
普吉路口(滇缅大道),麻园2(滇缅大道),102.673789,25.061905,102.678468,25.057031
麻园2(滇缅大道),昆医附二院,102.678468,25.057031,102.68026,25.054527
春晖小区,人民西路口(西园路),102.679874,25.050699,102.679071,25.043624
人民西路口(西园路),丹霞路口(西园路),102.679071,25.043624,102.67931,25.036866
东陆桥(西园路),广宁路口(西园路),102.68355,25.030226,102.684666,25.029106
广宁路口(西园路),西华园(西福路),102.684666,25.029106,102.68207,25.02145
南屏街东口,南太桥(青年路),102.71315,25.037687,102.716125,25.039015
鼓楼路,张官营南口,102.711662,25.055086,102.714828,25.058352
万华路,志强路口(白云路),102.717331,25.064371,102.721581,25.066406
白云路口(北京路),金夏路,102.724106,25.066454,102.728256,25.074663
红锦路口(龙江路),沙坝营(红锦路),102.725296,25.094658,102.725662,25.098989
沙坝营(红锦路),红康路,102.725662,25.098989,102.727257,25.101622
席子营(穿金路),理工大学新迎校区,102.723457,25.050009,102.728836,25.048702
沣源路东段,清水河村(沣源路口),102.764465,25.091749,102.766655,25.095964
清水河村(沣源路口),野生动物园路口,102.766655,25.095964,102.770373,25.097899
野生动物园路口,云南野生动物园,102.770373,25.097899,102.773355,25.099062
新工人文化宫,白塔路口(人民东路),102.727341,25.04335,102.72319,25.042818
霖雨桥(霖雨路),霖雨路,102.737061,25.094088,102.734071,25.0951
霖雨路,月牙塘小区,102.734071,25.0951,102.730087,25.096437
昌宏路口(贵昆路),经牛路口(昌宏路),102.782604,25.004336,102.780571,24.99851
经开路口(昌宏路),昆岭路口(云大西路),102.776772,24.996128,102.775734,24.987928
玉峰路口(王筇路),自卫村(西三环),102.645607,25.093334,102.644829,25.095318
自卫村(西三环),玉峰路口(陈家营路),102.644829,25.095318,102.648682,25.0977
玉峰路口(陈家营路),康明路口(陈家营路),102.648682,25.0977,102.654419,25.094839
康明路口(陈家营路),金川路口(陈家营路),102.654419,25.094839,102.657509,25.093884
金川路口(陈家营路),沙河路口(陈家营路),102.657509,25.093884,102.661339,25.09292
沙河路口(陈家营路),陈家营路口(小屯路),102.661339,25.09292,102.665459,25.091076
陈家营路口(小屯路),王筇路口(小屯路),102.665459,25.091076,102.668053,25.085379
王筇路口(小屯路),大塘路口(小屯路),102.668053,25.085379,102.670097,25.080824
大塘路口(小屯路),中坝路口(小屯路),102.670097,25.080824,102.671181,25.076019
中坝路口(小屯路),二环北路口(小屯路),102.671181,25.076019,102.670975,25.073534
